id,code,name,misc_category_reference
partner_industry_classification_28160,28160,Manufacture of lifting and handling equipment,C
partner_industry_classification_28170,28170,Manufacture of office machinery and equipment (except computers and peripheral equipment),C
partner_industry_classification_28180,28180,Manufacture of power-driven hand tools with self-contained electric or non-electric motor or pneumatic drives,C
partner_industry_classification_28191,28191,Manufacture of refrigerating or freezing industrial equipment,C
partner_industry_classification_28192,28192,"Manufacture of air-conditioning machines, including for motor vehicles",C
partner_industry_classification_28199,28199,Manufacture of other general-purpose machinery n.e.c.,C
partner_industry_classification_28210,28210,Manufacture of agricultural and forestry machinery,C
partner_industry_classification_28220,28220,Manufacture of metal-forming machinery and machine tools,C
partner_industry_classification_28230,28230,Manufacture of machinery for metallurgy,C
partner_industry_classification_28240,28240,"Manufacture of machinery for mining, quarrying and construction",C
partner_industry_classification_28250,28250,"Manufacture of machinery for food, beverage and tobacco processing",C
partner_industry_classification_28260,28260,"Manufacture of machinery for textile, apparel and leather production",C
partner_industry_classification_28290,28290,Manufacture of other special-purpose machinery n.e.c.,C
partner_industry_classification_29101,29101,Manufacture of passenger cars,C
partner_industry_classification_29102,29102,Manufacture of commercial vehicles,C
partner_industry_classification_29200,29200,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi- trailers,C
partner_industry_classification_29300,29300,Manufacture of parts and accessories for motor vehicles,C
partner_industry_classification_30110,30110,Building of ships and floating structures,C
partner_industry_classification_30120,30120,Building of pleasure and sporting boats,C
partner_industry_classification_30200,30200,Manufacture of railway locomotives and rolling stock,C
partner_industry_classification_30300,30300,Manufacture of air and spacecraft and related machinery,C
partner_industry_classification_30400,30400,Manufacture of military fighting vehicles,C
partner_industry_classification_30910,30910,Manufacture of motorcycles,C
partner_industry_classification_30920,30920,Manufacture of bicycles and invalid carriages,C
partner_industry_classification_30990,30990,Manufacture of other transport equipments n.e.c.,C
partner_industry_classification_31001,31001,Manufacture of wooden and cane furniture,C
partner_industry_classification_31002,31002,Manufacture of metal furniture,C
partner_industry_classification_31003,31003,Manufacture of mattress,C
partner_industry_classification_31009,31009,"Manufacture of other furniture, except of stone, concrete or ceramic",C
partner_industry_classification_32110,32110,Manufacture of jewellery and related articles,C
partner_industry_classification_32120,32120,Manufacture of imitation jewellery and related articles,C
partner_industry_classification_32200,32200,Manufacture of musical instruments,C
partner_industry_classification_32300,32300,Manufacture of sports goods,C
partner_industry_classification_32400,32400,Manufacture of games and toys,C
partner_industry_classification_32500,32500,Manufacture of medical and dental instrument and supplies,C
partner_industry_classification_32901,32901,Manufacture of stationery,C
partner_industry_classification_32909,32909,Other manufacturing n.e.c.,C
partner_industry_classification_33110,33110,Repair of fabricated metal products,C
partner_industry_classification_33120,33120,Repair and maintenance of industrial machinery and equipment,C
partner_industry_classification_33131,33131,"Repair and maintenance of the measuring, testing, navigating and control equipment",C
partner_industry_classification_33132,33132,"Repair and maintenance of irradiation, electro medical and electrotherapeutic equipment",C
partner_industry_classification_33133,33133,Repair of optical instruments and photographic equipment,C
partner_industry_classification_33140,33140,Repair and maintenance of electrical equipment except domestic appliances,C
partner_industry_classification_33150,33150,Repair and maintenance of transport equipment except motorcycles and bicycles,C
partner_industry_classification_33190,33190,Repair and maintenance of other equipment n.e.c.,C
partner_industry_classification_33200,33200,Installation of industrial machinery and equipment,C
partner_industry_classification_35101,35101,Operation of generation facilities that produce electric energy,D
partner_industry_classification_35102,35102,"Operation of transmission, distribution and sales of electricity",D
partner_industry_classification_35201,35201,"Manufacture of gaseous fuels with a specified calorific value, by purification, blending and other processes from gases of various types including natural gas",D
partner_industry_classification_35202,35202,"Transportation, distribution and supply of gaseous fuels of all kinds through a system of mains",D
partner_industry_classification_35203,35203,Sale of gas to the user through mains,D
partner_industry_classification_35301,35301,"Production, collection and distribution of steam and hot water for heating, power and other purposes",D
partner_industry_classification_35302,35302,"Production and distribution of cooled air, chilled water for cooling purposes",D
partner_industry_classification_35303,35303,"Production of ice, including ice for food and non-food (e.g. cooling) purposes",D
partner_industry_classification_36001,36001,Purification and distribution of water for water supply purposes,E
partner_industry_classification_36002,36002,Desalting of sea or ground water to produce water as the principal product of interest,E
partner_industry_classification_37000,37000,Sewerage and similar activities,E
partner_industry_classification_38111,38111,Collection of non-hazardous solid waste (i.e. garbage) within a local area,E
partner_industry_classification_38112,38112,Collection of recyclable materials,E
partner_industry_classification_38113,38113,Collection of refuse in litter-bins in public places,E
partner_industry_classification_38114,38114,Collection of construction and demolition waste,E
partner_industry_classification_38115,38115,Operation of waste transfer stations for non-hazardous waste,E
partner_industry_classification_38121,38121,Collection of hazardous waste,E
partner_industry_classification_38122,38122,Operation of waste transfer stations for hazardous waste,E
partner_industry_classification_38210,38210,Treatment and disposal of non-hazardous waste,E
partner_industry_classification_38220,38220,Treatment and disposal of hazardous waste,E
partner_industry_classification_38301,38301,Mechanical crushing of metal waste,E
partner_industry_classification_38302,38302,"Dismantling of automobiles, computers, televisions and other equipment for material recover",E
partner_industry_classification_38303,38303,Reclaiming of rubber such as used tires to produce secondary raw material,E
partner_industry_classification_38304,38304,Reuse of rubber products,E
partner_industry_classification_38309,38309,Materials recovery n.e.c.,E
partner_industry_classification_39000,39000,Remediation activities and other waste management services,E
partner_industry_classification_41001,41001,Residential buildings,F
partner_industry_classification_41002,41002,Non-residential buildings,F
partner_industry_classification_41003,41003,Assembly and erection of prefabricated constructions on the site,F
partner_industry_classification_41009,41009,Construction of buildings n.e.c.,F
partner_industry_classification_42101,42101,"Construction of motorways, streets, roads, other vehicular and pedestrian ways",F
partner_industry_classification_42102,42102,"Surface work on streets, roads, highways, bridges or tunnels",F
partner_industry_classification_42103,42103,"Construction of bridges, including those for elevated highways",F
partner_industry_classification_42104,42104,Construction of tunnels,F
partner_industry_classification_42105,42105,Construction of railways and subways,F
partner_industry_classification_42106,42106,Construction of airfield/airports runways,F
partner_industry_classification_42109,42109,Construction of roads and railways n.e.c.,F
partner_industry_classification_42201,42201,"Long-distance pipelines, communication and power lines",F
partner_industry_classification_42202,42202,"Urban pipelines, urban communication and power lines; ancillary urban works",F
partner_industry_classification_42203,42203,Water main and line construction,F
partner_industry_classification_42204,42204,Reservoirs,F
partner_industry_classification_42205,42205,Construction of irrigation systems (canals),F
partner_industry_classification_42206,42206,Construction of sewer systems (including repair) and sewage disposal plants,F
partner_industry_classification_42207,42207,Construction of power plants,F
partner_industry_classification_42209,42209,Construction of utility projects n.e.c.,F
partner_industry_classification_42901,42901,Construction of refineries,F
partner_industry_classification_42902,42902,"Construction of waterways, harbour and river works, pleasure ports (marinas), locks",F
partner_industry_classification_42903,42903,Construction of dams and dykes,F
partner_industry_classification_42904,42904,Dredging of waterways,F
partner_industry_classification_42905,42905,Outdoor sports facilities,F
partner_industry_classification_42906,42906,Land subdivision with land improvement,F
partner_industry_classification_42909,42909,Construction of other engineering projects n.e.c.,F
partner_industry_classification_43110,43110,Demolition or wrecking of buildings and other structures,F
partner_industry_classification_43121,43121,Clearing of building sites,F
partner_industry_classification_43122,43122,Earth moving,F
partner_industry_classification_43123,43123,"Drilling, boring and core sampling for construction, geophysical, geological or similar purposes",F
partner_industry_classification_43124,43124,Site preparation for mining,F
partner_industry_classification_43125,43125,Drainage of agricultural or forestry land,F
partner_industry_classification_43126,43126,Land reclamation work,F
partner_industry_classification_43129,43129,Other site preparation activities n.e.c.,F
partner_industry_classification_43211,43211,Electrical wiring and fittings,F
partner_industry_classification_43212,43212,Telecommunications wiring,F
partner_industry_classification_43213,43213,Computer network and cable television wiring,F
partner_industry_classification_43214,43214,Satellite dishes,F
partner_industry_classification_43215,43215,Lighting systems,F
partner_industry_classification_43216,43216,Security systems,F
partner_industry_classification_43219,43219,Electrical installation n.e.c.,F
partner_industry_classification_43221,43221,"Installation of heating systems (electric, gas and oil)",F
partner_industry_classification_43222,43222,"Installation of furnaces, cooling towers",F
partner_industry_classification_43223,43223,Installation of non-electric solar energy collectors,F
partner_industry_classification_43224,43224,Installation of plumbing and sanitary equipment,F
partner_industry_classification_43225,43225,"Installation of ventilation, refrigeration or air-conditioning equipment and ducts",F
partner_industry_classification_43226,43226,Installation of gas fittings,F
partner_industry_classification_43227,43227,Installation of fire and lawn sprinkler systems,F
partner_industry_classification_43228,43228,Steam piping,F
partner_industry_classification_43229,43229,"Plumbing, heat and air-conditioning installation n.e.c.",F
partner_industry_classification_43291,43291,"Installation of elevators, escalators in buildings or other construction projects",F
partner_industry_classification_43292,43292,Installation of automated and revolving doors in buildings or other construction projects,F
partner_industry_classification_43293,43293,Installation of lighting conductors in buildings or other construction projects,F
partner_industry_classification_43294,43294,Installation vacuum cleaning systems in buildings or other construction projects,F
partner_industry_classification_43295,43295,"Installation thermal, sound or vibration insulation in buildings or other construction projects",F
partner_industry_classification_43299,43299,Other construction installation n.e.c.,F
partner_industry_classification_43301,43301,"Installation of doors, windows, door and window frames of wood or other materials, fitted kitchens, staircases, shop fittings and furniture",F
partner_industry_classification_43302,43302,"Laying, tiling, hanging or fitting in buildings or other construction projects of various types of materials",F
partner_industry_classification_43303,43303,Interior and exterior painting of buildings,F
partner_industry_classification_43304,43304,Painting of civil engineering structures,F
partner_industry_classification_43305,43305,"Installation of glass, mirrors",F
partner_industry_classification_43306,43306,Interior completion,F
partner_industry_classification_43307,43307,Cleaning of new buildings after construction,F
partner_industry_classification_43309,43309,Other building completion and finishing work n.e.c.,F
partner_industry_classification_43901,43901,"Construction of foundations, including pile driving",F
partner_industry_classification_43902,43902,Erection of non-self-manufactured steel elements,F
partner_industry_classification_43903,43903,Scaffolds and work platform erecting and dismantling,F
partner_industry_classification_43904,43904,Bricklaying and stone setting,F
partner_industry_classification_43905,43905,Construction of outdoor swimming pools,F
partner_industry_classification_43906,43906,"Steam cleaning, sand blasting and similar activities for building exteriors",F
partner_industry_classification_43907,43907,Renting of construction machinery and equipment with operator (e.g. cranes),F
partner_industry_classification_43909,43909,"Other specialized construction activities, n.e.c.",F
partner_industry_classification_45101,45101,Wholesale and retail of new motor vehicles,G
partner_industry_classification_45102,45102,Wholesale and retail of used motor vehicles,G
partner_industry_classification_45103,45103,"Sale of industrial, commercial and agriculture vehicles – new",G
partner_industry_classification_45104,45104,"Sale of industrial, commercial and agriculture vehicles – used",G
partner_industry_classification_45105,45105,Sale by commission agents,G
partner_industry_classification_45106,45106,Car auctions,G
partner_industry_classification_45109,45109,Sale of other motor vehicles n.e.c.,G
partner_industry_classification_45201,45201,Maintenance and repair of motor vehicles,G
partner_industry_classification_45202,45202,Spraying and painting,G
partner_industry_classification_45203,45203,Washing and polishing (car wash),G
partner_industry_classification_45204,45204,Repair of motor vehicle seats,G
partner_industry_classification_45205,45205,Installation of parts and accessories not as part of the manufacturing process,G
partner_industry_classification_45300,45300,"Wholesale and retail sale of all kinds of parts, components, supplies, tools and accessories for motor vehicles",G
partner_industry_classification_45401,45401,Wholesale and retail sale of motorcycles,G
partner_industry_classification_45402,45402,Wholesale and retail sale of parts and accessories for motorcycles,G
partner_industry_classification_45403,45403,Repair and maintenance of motorcycles,G
partner_industry_classification_46100,46100,Wholesale on a fee or contract basis,G
partner_industry_classification_46201,46201,Wholesale of rubber,G
partner_industry_classification_46202,46202,Wholesale of palm oil,G
partner_industry_classification_46203,46203,Wholesale of lumber and timber,G
partner_industry_classification_46204,46204,Wholesale of flowers and plants,G
partner_industry_classification_46205,46205,Wholesale of livestock,G
partner_industry_classification_46209,46209,Wholesale of agricultural raw material and live animal n.e.c.,G
partner_industry_classification_46311,46311,"Wholesale of meat, poultry and eggs",G
partner_industry_classification_46312,46312,Wholesale of fish and other seafood,G
partner_industry_classification_46313,46313,Wholesale of fruits,G
partner_industry_classification_46314,46314,Wholesale of vegetables,G
partner_industry_classification_46319,46319,"Wholesale of meat, fish, fruits and vegetables n.e.c.",G
partner_industry_classification_46321,46321,"Wholesale of rice, other grains, flour and sugars",G
partner_industry_classification_46322,46322,Wholesale of dairy products,G
partner_industry_classification_46323,46323,Wholesale of confectionary,G
partner_industry_classification_46324,46324,"Wholesale of  biscuits, cakes, breads and other bakery products",G
partner_industry_classification_46325,46325,"Wholesale of coffee, tea, cocoa and other beverages",G
partner_industry_classification_46326,46326,"Wholesale of beer, wine and spirits",G
partner_industry_classification_46327,46327,"Wholesale of tobacco, cigar, cigarettes",G
partner_industry_classification_46329,46329,Wholesale of other foodstuffs,G
partner_industry_classification_46411,46411,Wholesale of yarn and fabrics,G
partner_industry_classification_46412,46412,"Wholesale of household linen, towels, blankets",G
partner_industry_classification_46413,46413,Wholesale of clothing,G
partner_industry_classification_46414,46414,Wholesale of clothing accessories,G
partner_industry_classification_46415,46415,Wholesale of fur articles,G
partner_industry_classification_46416,46416,Wholesale of footwear,G
partner_industry_classification_46417,46417,Wholesale of haberdashery,G
partner_industry_classification_46419,46419,"Wholesale of textiles, clothing n.e.c.",G
partner_industry_classification_46421,46421,Wholesale of pharmaceutical and medical goods,G
partner_industry_classification_46422,46422,"Wholesale of perfumeries, cosmetics, soap and toiletries",G
partner_industry_classification_46431,46431,Wholesale of bicycles and their parts and accessories,G
partner_industry_classification_46432,46432,Wholesale of photographic and optical goods,G
partner_industry_classification_46433,46433,Wholesale of leather goods and travel accessories,G
partner_industry_classification_46434,46434,"Wholesale of musical instruments, games and toys, sports goods",G
partner_industry_classification_46441,46441,Wholesale of handicrafts and artificial flowers,G
partner_industry_classification_46442,46442,Wholesale of cut flowers and plants,G
partner_industry_classification_46443,46443,Wholesale of watches and clocks,G
partner_industry_classification_46444,46444,Wholesale of jewellery,G
partner_industry_classification_46491,46491,Wholesale of household furniture,G
partner_industry_classification_46492,46492,Wholesale of household appliances,G
partner_industry_classification_46493,46493,Wholesale of lighting equipment,G
partner_industry_classification_46494,46494,"Wholesale of household utensils and cutlery, crockery, glassware, chinaware and pottery",G
partner_industry_classification_46495,46495,"Wholesale of woodenware, wickerwork and corkware",G
partner_industry_classification_46496,46496,Wholesale of electrical and electronic goods,G
partner_industry_classification_46497,46497,"Wholesale of stationery, books, magazines and newspapers",G
partner_industry_classification_46499,46499,Wholesale of other household goods n.e.c.,G
partner_industry_classification_46510,46510,"Wholesale of computer hardware, software and peripherals",G
partner_industry_classification_46521,46521,"Wholesale of telephone and telecommunications equipment, cell phones, pagers",G
partner_industry_classification_46522,46522,Wholesale of electronic components and wiring accessories,G
partner_industry_classification_46531,46531,"Wholesale of agricultural machinery, equipment and supplies",G
partner_industry_classification_46532,46532,Wholesale of lawn mowers however operated,G
partner_industry_classification_46591,46591,"Wholesale of office machinery and business equipment, except computers and computer peripheral equipment",G
partner_industry_classification_46592,46592,Wholesale of office furniture,G
partner_industry_classification_46593,46593,Wholesale of computer-controlled machines tools,G
partner_industry_classification_46594,46594,"Wholesale of industrial machinery, equipment and supplies",G
partner_industry_classification_46595,46595,Wholesale of construction and civil engineering machinery and equipment,G
partner_industry_classification_46596,46596,"Wholesale of lift escalators, air-conditioning, security and fire fighting equipment",G
partner_industry_classification_46599,46599,"Wholesale of other machinery for use in industry, trade and navigation and other services n.e.c.",G
partner_industry_classification_46611,46611,"Wholesale of petrol, diesel, lubricants",G
partner_industry_classification_46612,46612,Wholesale of liquefied petroleum gas,G
partner_industry_classification_46619,46619,"Wholesale of other solid, liquid and gaseous fuels and related products n.e.c.",G
partner_industry_classification_46621,46621,Wholesale of ferrous and non-ferrous metal ores and metals,G
partner_industry_classification_46622,46622,Wholesale of ferrous and non-ferrous semi-finished metal ores and products n.e.c.,G
partner_industry_classification_46631,46631,"Wholesale of logs, sawn timber, plywood, veneer and related products",G
partner_industry_classification_46632,46632,Wholesale of paints and varnish,G
partner_industry_classification_46633,46633,Wholesale of construction materials,G
partner_industry_classification_46634,46634,Wholesale of fittings and fixtures,G
partner_industry_classification_46635,46635,Wholesale of hot water heaters,G
partner_industry_classification_46636,46636,Wholesale of sanitary installation and equipment,G
partner_industry_classification_46637,46637,Wholesale of tools,G
partner_industry_classification_46639,46639,"Wholesale of other construction materials, hardware, plumbing and heating equipment and supplies n.e.c.",G
partner_industry_classification_46691,46691,Wholesale of industrial chemicals,G
partner_industry_classification_46692,46692,Wholesale of fertilizers and agrochemical products,G
partner_industry_classification_46693,46693,Wholesale of plastic materials in primary forms,G
partner_industry_classification_46694,46694,Wholesale of rubber scrap,G
partner_industry_classification_46695,46695,Wholesale of textile fibres,G
partner_industry_classification_46696,46696,"Wholesale of paper in bulk, packaging materials",G
partner_industry_classification_46697,46697,Wholesale of precious stones,G
partner_industry_classification_46698,46698,Wholesale of metal and non-metal waste and scrap and materials for recycling,G
partner_industry_classification_46699,46699,"Dismantling of automobiles, computer, televisions and other equipment to obtain and re-sell usable parts",G
partner_industry_classification_46901,46901,"Wholesale of aquarium fishes, pet birds and animals",G
partner_industry_classification_46902,46902,Wholesale of animal/pet food,G
partner_industry_classification_46909,46909,Wholesale of a variety of goods without any particular specialization n.e.c.,G
partner_industry_classification_47111,47111,Provision stores,G
partner_industry_classification_47112,47112,Supermarket,G
partner_industry_classification_47113,47113,Mini market,G
partner_industry_classification_47114,47114,Convenience stores,G
partner_industry_classification_47191,47191,Department stores,G
partner_industry_classification_47192,47192,Department stores and supermarket,G
partner_industry_classification_47193,47193,Hypermarket,G
partner_industry_classification_47194,47194,News agent and miscellaneous goods store,G
partner_industry_classification_47199,47199,Other retail sale in non-specialized stores n.e.c.,G
partner_industry_classification_47211,47211,"Retail sale of rice, flour, other grains and sugars",G
partner_industry_classification_47212,47212,Retail sale of fresh or preserved vegetables and fruits,G
partner_industry_classification_47213,47213,Retail sale of dairy products and eggs,G
partner_industry_classification_47214,47214,Retail sale of meat and meat products (including poultry),G
partner_industry_classification_47215,47215,"Retail sale of fish, other seafood and products thereof",G
partner_industry_classification_47216,47216,Retail sale of bakery products and sugar confectionery,G
partner_industry_classification_47217,47217,"Retail sale of mee, kuey teow, mee hoon, wantan skins and other food products made from flour or soya",G
partner_industry_classification_47219,47219,Retail sale of other food products n.e.c.,G
partner_industry_classification_47221,47221,"Retail sale of beer, wine and spirits",G
partner_industry_classification_47222,47222,"Retail sale of tea, coffee, soft drinks, mineral water and other beverages",G
partner_industry_classification_47230,47230,Retail sale of tobacco products in specialized store,G
partner_industry_classification_47300,47300,Retail sale of automotive fuel in specialized stores,G
partner_industry_classification_47412,47412,Retail sale of video game consoles and non-customized software,G
partner_industry_classification_47413,47413,Retail sale of telecommunication equipment,G
partner_industry_classification_47420,47420,Retail sale of audio and video equipment in specialized store,G
partner_industry_classification_47510,47510,Retail sale of textiles in specialized stores,G
partner_industry_classification_47531,47531,Retail sale of carpets and rugs,G
partner_industry_classification_47532,47532,Retail sale of curtains and net curtains,G
partner_industry_classification_47533,47533,Retail sale of wallpaper and floor coverings,G
partner_industry_classification_47591,47591,Retail sale of household furniture,G
partner_industry_classification_47592,47592,Retail sale of articles for lighting,G
partner_industry_classification_47593,47593,"Retail sale of household utensils and cutlery, crockery, glassware, chinaware and pottery",G
partner_industry_classification_47594,47594,"Retail sale of wood, cork goods and wickerwork goods",G
partner_industry_classification_47595,47595,Retail sale of household appliances,G
partner_industry_classification_47596,47596,Retail sale of musical instruments and scores,G
partner_industry_classification_47597,47597,Retail sale of security systems,G
partner_industry_classification_47598,47598,Retail sale of household articles and equipment n.e.c.,G
partner_industry_classification_47611,47611,Retail sale of office supplies and equipment,G
partner_industry_classification_47612,47612,"Retail sale of books, newspapers and stationary",G
partner_industry_classification_47631,47631,Retail sale of sports goods and equipments,G
partner_industry_classification_47632,47632,Retail sale of fishing equipment,G
partner_industry_classification_47633,47633,Retail sale of camping goods,G
partner_industry_classification_47634,47634,Retail sale of boats and equipments,G
partner_industry_classification_47635,47635,Retail sale of bicycles and related parts and accessories,G
partner_industry_classification_47640,47640,"Retail sale of games and toys, made of all materials",G
partner_industry_classification_47711,47711,"Retail sale of articles of clothing, articles of fur and clothing accessories",G
partner_industry_classification_47712,47712,Retail sale of footwear,G
partner_industry_classification_47713,47713,"Retail sale of leather goods, accessories of leather and leather substitutes",G
partner_industry_classification_47721,47721,"Stores specialized in retail sale of pharmaceuticals, medical and orthopaedic goods",G
partner_industry_classification_47722,47722,"Stores specialized in retail sale of perfumery, cosmetic and toilet articles",G
partner_industry_classification_47731,47731,Retail sale of photographic and precision equipment,G
partner_industry_classification_47732,47732,Retail sale of watches and clocks,G
partner_industry_classification_47733,47733,Retail sale of jewellery,G
partner_industry_classification_47734,47734,"Retail sale of flowers, plants, seeds, fertilizers",G
partner_industry_classification_47735,47735,"Retail sale of souvenirs, craftwork and religious articles",G
partner_industry_classification_47736,47736,"Retail sale of household fuel oil, cooking gas, coal and fuel wood",G
partner_industry_classification_47737,47737,Retail sale of spectacles and other optical goods,G
partner_industry_classification_47738,47738,"Retail sale of aquarium fishes, pet animals and pet food",G
partner_industry_classification_47739,47739,Other retail sale of new goods in specialized stores n.e.c.,G
partner_industry_classification_47741,47741,Retail sale of second-hand books,G
partner_industry_classification_47742,47742,Retail sale of second-hand electrical and electronic goods,G
partner_industry_classification_47743,47743,Retail sale of antiques,G
partner_industry_classification_47744,47744,Activities of auctioning houses (retail),G
partner_industry_classification_47749,47749,Retail sale of second-hand goods n.e.c.,G
partner_industry_classification_47810,47810,"Retail sale of food, beverages and tobacco products via stalls or markets",G
partner_industry_classification_47820,47820,"Retail sale of textiles, clothing and footwear via stalls or markets",G
partner_industry_classification_47891,47891,Retail sale of carpets and rugs via stalls or markets,G
partner_industry_classification_47893,47893,Retail sale of games and toys via stalls or markets,G
partner_industry_classification_47894,47894,Retail sale of household appliances and consumer electronics via stall or markets,G
partner_industry_classification_47895,47895,Retail sale of music and video recordings via stall or markets,G
partner_industry_classification_47911,47911,Retail sale of any kind of product by mail order,G
partner_industry_classification_47912,47912,Retail sale of any kind of product over the Internet,G
partner_industry_classification_47913,47913,"Direct sale via television, radio and telephone",G
partner_industry_classification_47914,47914,Internet retail auctions,G
partner_industry_classification_47992,47992,Retail sale of any kind of product through vending machines,G
partner_industry_classification_47999,47999,"Other retail sale not in stores, stalls or markets n.e.c.",G
partner_industry_classification_49110,49110,Passenger transport by inter-urban railways,H
partner_industry_classification_49120,49120,"Freight transport by inter-urban, suburban and urban railways",H
partner_industry_classification_49211,49211,City bus services,H
partner_industry_classification_49212,49212,Urban and suburban railway passenger transport service,H
partner_industry_classification_49221,49221,Express bus services,H
partner_industry_classification_49222,49222,Employees bus services,H
partner_industry_classification_49223,49223,School bus services,H
partner_industry_classification_49224,49224,Taxi operation and limousine services,H
partner_industry_classification_49225,49225,Rental of cars with driver,H
partner_industry_classification_49229,49229,Other passenger land transport n.e.c.,H
partner_industry_classification_49230,49230,Freight transport by road,H
partner_industry_classification_49300,49300,Transport via pipeline,H
partner_industry_classification_50111,50111,"Operation of excursion, cruise or sightseeing boats",H
partner_industry_classification_50112,50112,"Operation of ferries, water taxis",H
partner_industry_classification_50113,50113,Rental of pleasure boats with crew for sea and coastal water transport,H
partner_industry_classification_50121,50121,"Transport of freight overseas and coastal waters, whether scheduled or not",H
partner_industry_classification_50122,50122,"Transport by towing or pushing of barges, oil rigs",H
partner_industry_classification_50211,50211,"Transport of passenger via rivers, canals, lakes and other inland waterways",H
partner_industry_classification_50212,50212,Rental of pleasure boats with crew for inland water transport,H
partner_industry_classification_50220,50220,"Transport of freight via rivers, canals, lakes and other inland waterways",H
partner_industry_classification_51101,51101,Transport of passengers by air over regular routes and on regular schedules,H
partner_industry_classification_51102,51102,Non-scheduled transport of passenger by air,H
partner_industry_classification_51103,51103,Renting of air-transport equipment with operator for the purpose of passenger transportation,H
partner_industry_classification_51201,51201,Transport freight by air over regular routes and on regular schedules,H
partner_industry_classification_51202,51202,Non-scheduled transport of freight by air,H
partner_industry_classification_51203,51203,Renting of air-transport equipment with operator for the purpose of freight transportation,H
partner_industry_classification_52100,52100,Warehousing and storage services,H
partner_industry_classification_52211,52211,Operation of terminal facilities,H
partner_industry_classification_52212,52212,Towing and road side assistance,H
partner_industry_classification_52213,52213,Operation of parking facilities for motor vehicles (parking lots),H
partner_industry_classification_52214,52214,"Highway, bridge and tunnel operation services",H
partner_industry_classification_52219,52219,Other service activities incidental to land transportation n.e.c.,H
partner_industry_classification_52221,52221,"Port, harbours and piers operation services",H
partner_industry_classification_52222,52222,Vessel salvage and refloating services,H
partner_industry_classification_52229,52229,Other service activities incidental to water transportation n.e.c.,H
partner_industry_classification_52231,52231,Operation of terminal facilities,H
partner_industry_classification_52232,52232,Airport and air-traffic-control activities,H
partner_industry_classification_52233,52233,Ground service activities on airfields,H
partner_industry_classification_52234,52234,Fire fighting and fire-prevention services at airports,H
partner_industry_classification_52239,52239,Other service activities incidental to air transportation n.e.c.,H
partner_industry_classification_52241,52241,Stevedoring services,H
partner_industry_classification_52249,52249,Other cargo handling activities n.e.c.,H
partner_industry_classification_52291,52291,Forwarding of freight,H
partner_industry_classification_52292,52292,Brokerage for ship and aircraft space,H
partner_industry_classification_52299,52299,Other transportation support activities n.e.c.,H
partner_industry_classification_53100,53100,National postal services,H
partner_industry_classification_53200,53200,Courier activities other than national post activities,H
partner_industry_classification_55101,55101,Hotels and resort hotels,I
partner_industry_classification_55102,55102,Motels,I
partner_industry_classification_55103,55103,Apartment hotels,I
partner_industry_classification_55104,55104,Chalets,I
partner_industry_classification_55105,55105,Rest house/guest house,I
partner_industry_classification_55106,55106,Bed and breakfast units,I
partner_industry_classification_55107,55107,Hostels,I
partner_industry_classification_55108,55108,Home stay,I
partner_industry_classification_55109,55109,Other short term accommodation activities n.e.c.,I
partner_industry_classification_55200,55200,"Camping grounds, recreational vehicle parks and trailer parks",I
partner_industry_classification_55900,55900,Other accommodation,I
partner_industry_classification_56103,56103,Fast-food restaurants,I
partner_industry_classification_56104,56104,Ice cream truck vendors and parlours,I
partner_industry_classification_56105,56105,Mobile food carts,I
partner_industry_classification_56106,56106,Food stalls/hawkers,I
partner_industry_classification_56107,56107,"Food or beverage, food and beverage preparation in market stalls/hawkers",I
partner_industry_classification_56210,56210,Event/food caterers,I
partner_industry_classification_56290,56290,Other food service activities,I
partner_industry_classification_56301,56301,"Pubs, bars, discotheques, coffee houses, cocktail lounges and karaoke",I
partner_industry_classification_56302,56302,Coffee shops,I
partner_industry_classification_56303,56303,Drink stalls/hawkers,I
partner_industry_classification_56304,56304,Mobile beverage,I
partner_industry_classification_56309,56309,Others drinking places n.e.c.,I
partner_industry_classification_58110,58110,"Publishing of books, brochures and other publications",J
partner_industry_classification_58120,58120,"Publishing of mailing lists, telephone book, other directories",J
partner_industry_classification_58130,58130,"Publishing of newspapers, journals, magazines and periodicals in print or electronic form",J
partner_industry_classification_58190,58190,"Publishing of catalogues, photos, engraving and postcards, greeting cards, forms, posters, reproduction of works of art, advertising material and other printed matter n.e.c.",J
partner_industry_classification_58201,58201,Business and other applications,J
partner_industry_classification_58202,58202,Computer games for all platforms,J
partner_industry_classification_58203,58203,Operating systems,J
partner_industry_classification_59110,59110,"Motion picture, video and television programme production activities",J
partner_industry_classification_59120,59120,"Motion picture, video and television programme post-production activities",J
partner_industry_classification_59130,59130,"Motion picture, video and television programme distribution activities",J
partner_industry_classification_59140,59140,Motion picture projection activities,J
partner_industry_classification_59200,59200,Sound recording and music publishing activities,J
partner_industry_classification_60100,60100,Radio broadcasting,J
partner_industry_classification_60200,60200,Television programming and broadcasting activities,J
partner_industry_classification_61101,61101,Wired telecommunications services,J
partner_industry_classification_61102,61102,Internet access providers by the operator of the wired infrastructure,J
partner_industry_classification_61201,61201,Wireless telecommunications services,J
partner_industry_classification_61202,61202,Internet access providers by the operator of the wireless infrastructure,J
partner_industry_classification_61300,61300,Satellite telecommunications services,J
partner_industry_classification_61901,61901,Provision of Internet access over networks between the client and the ISP not owned or controlled by the ISP,J
